NAME,MSINI,RA,DEC,A,PER,ECC,OM,T0,MSTAR,STAR,RSTAR,TEFF
KOI 1833.03,,,,0.0518,5.709404918,0,,,0.568,KOI 1833,0.577,4397
KOI 3344.02,,,,0.0429,3.63899398,0,,,0.794,KOI 3344,0.848,5881
KOI 3345.01,,,,0.2335,38.1312831,0,,,1.168,KOI 3345,1.164,6425
KOI 3346.01,,,,0.116,14.4273551,0,,,1,KOI 3346,1.04,5929
KOI 3347.01,,,,0.1025,12.90237151,0,,,0.862,KOI 3347,0.796,5534
KOI 3348.01,,,,0.2233,36.4333452,0,,,1.118,KOI 3348,1.147,6057
KOI 3419.01,,,,0.3039,58.58505713,0,,,1.085,KOI 3419,1.332,6391
KOI 3420.02,,,,0.1082,12.5015232,0,,,1.079,KOI 3420,1.001,6063
KOI 3421.01,,,,0.2551,40.6507123,0,,,1.339,KOI 3421,1.283,6535
KOI 3493.01,,,,0.2555,46.7169344,0,,,1.019,KOI 3493,0.932,6003
KOI 3495.01,,,,0.1233,17.6063423,0,,,0.804,KOI 3495,0.74,5650
KOI 3573.01,,,,0.2486,43.56224578,0,,,1.072,KOI 3573,1.216,6403
KOI 3349.01,,,,0.373,82.177374,0,,,1.022,KOI 3349,0.954,6247
KOI 3352.01,,,,0.0932,10.35863224,0,,,1.005,KOI 3352,1.02,5893
KOI 1562.02,,,,0.1442,20.0679143,0,,,0.991,KOI 1562,0.904,5997
KOI 3423.01,,,,0.2048,30.25420641,0,,,1.249,KOI 3423,1.167,6299
KOI 3425.01,,,,0.1557,20.0349456,0,,,1.251,KOI 3425,2,6120
KOI 3425.02,,,,0.0454,3.15721824,0,,,1.251,KOI 3425,2,6120
KOI 3426.01,,,,0.2893,58.7700093,0,,,0.934,KOI 3426,1.013,6158
KOI 3495.02,,,,0.0646,6.6851101,0,,,0.804,KOI 3495,0.74,5650
KOI 3496.01,,,,0.1753,23.2382792,0,,,1.333,KOI 3496,1.685,6602
KOI 3496.02,,,,0.09,8.5435876,0,,,1.333,KOI 3496,1.685,6602
KOI 3497.01,,,,0.1294,20.35972599,0,,,0.696,KOI 3497,0.698,4623
KOI 1837.02,,,,0.0261,1.682934604,0,,,0.835,KOI 1837,0.952,5346
KOI 3353.01,,,,0.0911,11.55530021,0,,,0.755,KOI 3353,0.803,5149
KOI 3354.01,,,,0.0964,11.5706098,0,,,0.89,KOI 3354,0.9,5718
KOI 3355.01,,,,0.1264,16.2953209,0,,,1.007,KOI 3355,1.013,6187
KOI 3356.01,,,,0.1681,26.0840594,0,,,0.929,KOI 3356,0.835,6081
KOI 3357.01,,,,0.2678,52.80275769,0,,,0.918,KOI 3357,0.894,5830
KOI 3428.01,,,,0.3255,64.6588017,0,,,1.096,KOI 3428,1.035,6197
KOI 3429.01,,,,0.1237,15.8276349,0,,,1.003,KOI 3429,0.998,5878
KOI 3429.02,,,,0.0832,8.74199772,0,,,1.003,KOI 3429,0.998,5878
KOI 1792.03,,,,0.0878,9.10967112,0,,,1.088,KOI 1792,0.998,5688
KOI 3500.01,,,,0.3432,73.7506501,0,,,0.988,KOI 3500,0.962,6085
KOI 3500.02,,,,0.0551,4.74840805,0,,,0.988,KOI 3500,0.962,6085
KOI 3583.01,,,,0.8208,210.3063247,0,,,1.665,KOI 3583,2.017,7591
KOI 3358.01,,,,0.0872,10.1040384,0,,,0.867,KOI 3358,0.845,5529
KOI 3361.01,,,,0.3245,65.941326,0,,,1.047,KOI 3361,0.96,5982
KOI 3363.01,,,,0.1173,14.53261362,0,,,1.019,KOI 3363,0.932,6003
KOI 1718.02,,,,0.5542,153.343364,0,,,0.963,KOI 1718,1.079,6126
KOI 3430.01,,,,0.1011,13.9247298,0,,,0.71,KOI 3430,0.652,5267
KOI 3432.01,,,,0.2432,48.051405,0,,,0.828,KOI 3432,0.889,5359
KOI 3433.01,,,,0.1935,34.08431117,0,,,0.83,KOI 3433,0.922,5252
KOI 3818.01,,,,0.0397,1.908527249,0,,,2.294,KOI 3818,2.471,9174
KOI 3893.01,,,,0.0418,3.908632005,0,,,0.639,KOI 3893,0.653,4518
KOI 1955.03,,,,0.029,1.644224613,0,,,1.2,KOI 1955,1.178,6475
KOI 3823.01,,,,0.6667,202.117533,0,,,0.965,KOI 3823,0.87,5817
KOI 3901.01,,,,0.5756,160.129918,0,,,0.991,KOI 3901,0.916,6075
KOI 3674.01,,,,0.5947,175.0659015,0,,,0.911,KOI 3674,0.825,6024
KOI 3675.01,,,,0.1341,20.8392118,0,,,0.741,KOI 3675,0.812,5378
KOI 3749.01,,,,0.0564,10.72730401,0,,,0.208,KOI 3749,0.225,3311
KOI 2055.02,,,,0.048,4.02582254,0,,,0.91,KOI 2055,0.833,5741
KOI 2093.02,,,,0.0377,2.5081152,0,,,1.136,KOI 2093,1.118,6487
KOI 3907.01,,,,0.1898,28.643308,0,,,1.11,KOI 3907,1.589,6498
KOI 3678.01,,,,0.5416,160.8846509,0,,,0.818,KOI 3678,1.044,5650
KOI 3680.01,,,,0.5319,141.2416467,0,,,1.004,KOI 3680,0.913,5926
KOI 3681.01,,,,0.7308,217.8317626,0,,,1.093,KOI 3681,2.274,6382
KOI 3830.01,,,,0.0187,1.031099958,0,,,0.817,KOI 3830,0.76,5661
KOI 3835.01,,,,0.2579,47.14840805,0,,,1.029,KOI 3835,1.945,5089
KOI 2055.03,,,,0.035,2.50475882,0,,,0.91,KOI 2055,0.833,5741
KOI 3908.01,,,,0.354,59.3627199,0,,,1.675,KOI 3908,4.015,5897
KOI 3909.01,,,,0.7748,247.860005,0,,,1.008,KOI 3909,0.921,6351
KOI 3911.01,,,,0.0296,1.791110205,0,,,1.07,KOI 3911,0.999,6040
KOI 3681.02,,,,0.0969,10.51420148,0,,,1.093,KOI 3681,2.274,6382
KOI 3683.01,,,,0.7455,214.3114164,0,,,1.203,KOI 3683,1.375,6517
KOI 3685.01,,,,0.6745,208.8690864,0,,,0.938,KOI 3685,0.987,5914
KOI 3685.02,,,,0.0718,7.25931979,0,,,0.938,KOI 3685,0.987,5914
KOI 3837.01,,,,0.0761,7.4413025,0,,,1.057,KOI 3837,1.188,6540
KOI 3913.01,,,,0.014,0.582895567,0,,,1.068,KOI 3913,1.009,6263
KOI 3916.01,,,,0.0525,5.33905686,0,,,0.676,KOI 3916,0.704,5057
KOI 3689.01,,,,0.0605,5.24090453,0,,,1.073,KOI 3689,1.321,6429
KOI 2028.03,,,,0.5184,142.544247,0,,,0.914,KOI 2028,0.841,5646
KOI 3762.01,,,,0.7509,240.7989397,0,,,0.972,KOI 3762,0.887,5911
KOI 3765.01,,,,0.014,0.865958466,0,,,0.492,KOI 3765,0.469,4561
KOI 2055.04,,,,0.0636,6.13074243,0,,,0.91,KOI 2055,0.833,5741
KOI 3925.01,,,,0.0865,9.2077989,0,,,1.015,KOI 3925,1.303,5678
KOI 3925.02,,,,0.0371,2.5904434,0,,,1.015,KOI 3925,1.303,5678
KOI 3925.03,,,,0.06,5.3227406,0,,,1.015,KOI 3925,1.303,5678
KOI 3690.01,,,,0.1108,12.89301918,0,,,1.086,KOI 3690,1.408,6387
KOI 3692.01,,,,0.0217,1.160153329,0,,,1.009,KOI 3692,1.382,6200
KOI 3767.01,,,,0.0634,6.714251076,0,,,0.752,KOI 3767,0.8,5159
KOI 3770.01,,,,0.0401,2.60721348,0,,,1.267,KOI 3770,1.217,6357
KOI 3771.01,,,,0.0593,5.801842465,0,,,0.826,KOI 3771,0.921,5687
KOI 3848.01,,,,0.0289,1.847889171,0,,,0.943,KOI 3848,0.853,5770
KOI 1972.02,,,,0.0229,1.22621732,0,,,1.059,KOI 1972,0.991,6095
KOI 3696.01,,,,0.6523,181.8521027,0,,,1.117,KOI 3696,1.012,6063
KOI 2029.03,,,,0.0665,6.88729828,0,,,0.836,KOI 2029,0.752,5238
KOI 3855.01,,,,0.0131,0.546248176,0,,,1,KOI 3855,1,5780
KOI 2059.02,,,,0.0307,2.18565946,0,,,0.806,KOI 2059,0.746,4996
KOI 3923.01,,,,0.4719,158.3223602,0,,,0.557,KOI 3923,0.572,4340
KOI 435.04,,,,0.0474,3.93276465,0,,,0.916,KOI 435,0.832,5937
KOI 2094.02,,,,0.619,198.680179,0,,,0.8,KOI 2094,0.906,5403
KOI 3780.01,,,,0.1916,27.9614771,0,,,1.204,KOI 3780,1.361,6770
KOI 3782.01,,,,0.7186,186.517042,0,,,1.421,KOI 3782,2.99,5018
KOI 3783.01,,,,0.7904,197.1455277,0,,,1.69,KOI 3783,1.935,7214
KOI 3928.01,,,,0.0217,1.138543376,0,,,1.046,KOI 3928,1.528,6522
KOI 2098.02,,,,0.394,89.722292,0,,,1.011,KOI 2098,1.262,6429
KOI 1986.02,,,,0.068,7.12768673,0,,,0.828,KOI 1986,0.759,5463
KOI 3784.01,,,,0.1628,23.870663,0,,,1.007,KOI 3784,1.166,6022
KOI 2029.04,,,,0.0522,4.78850157,0,,,0.836,KOI 2029,0.752,5238
KOI 3787.01,,,,0.5319,141.7340273,0,,,0.996,KOI 3787,1.099,5993
KOI 3864.01,,,,0.0199,1.210693282,0,,,0.717,KOI 3864,0.747,5019
KOI 2061.02,,,,0.0197,1.090013327,0,,,0.856,KOI 2061,0.784,5093
KOI 3864.02,,,,0.1214,18.2574043,0,,,0.717,KOI 3864,0.747,5019
KOI 3709.01,,,,0.6826,205.5832937,0,,,1,KOI 3709,0.915,6328
KOI 3791.01,,,,1.1455,440.786134,0,,,1.031,KOI 3791,1.393,6340
KOI 3867.01,,,,0.0189,0.93875077,0,,,1.019,KOI 3867,0.923,5825
KOI 3715.01,,,,0.0941,9.8488669,0,,,1.146,KOI 3715,1.276,6907
KOI 3717.01,,,,0.7201,227.6625544,0,,,0.959,KOI 3717,1.007,6124
KOI 3794.01,,,,0.0129,0.653553572,0,,,0.666,KOI 3794,0.66,4550
KOI 2034.02,,,,0.0344,2.37030743,0,,,0.963,KOI 2034,0.868,5668
KOI 2076.02,,,,0.7391,219.3217528,0,,,1.117,KOI 2076,1.012,6063
KOI 3720.01,,,,0.7689,213.3990721,0,,,1.342,KOI 3720,1.465,6953
KOI 3721.01,,,,0.068,6.40804274,0,,,1.017,KOI 3721,1.194,6261
KOI 3801.01,,,,0.8779,288.3130099,0,,,1.083,KOI 3801,0.965,5825
KOI 3875.01,,,,0.0807,8.870417153,0,,,0.888,KOI 3875,1.514,6022
KOI 3876.01,,,,0.1366,19.5777657,0,,,0.887,KOI 3876,1.173,5839
KOI 3647.01,,,,0.148,20.42723255,0,,,1.032,KOI 3647,1.121,6167
KOI 1922.03,,,,0.4428,105.6551369,0,,,1.036,KOI 1922,0.953,6060
KOI 3649.01,,,,0.0238,1.303858656,0,,,1.057,KOI 3649,1.343,6282
KOI 416.03,,,,0.0842,9.74768026,0,,,0.846,KOI 416,0.761,5262
KOI 2004.02,,,,0.0422,3.18897601,0,,,0.98,KOI 2004,0.958,5798
KOI 3726.01,,,,0.4185,115.9943534,0,,,0.725,KOI 3726,0.735,4530
KOI 2039.02,,,,0.0158,0.762129261,0,,,0.908,KOI 2039,0.827,5614
KOI 3880.01,,,,0.0296,1.803701324,0,,,1.054,KOI 3880,1.166,6438
KOI 3652.01,,,,0.1241,16.37188777,0,,,0.95,KOI 3652,1.415,5642
KOI 3728.01,,,,0.078,5.546083665,0,,,2.054,KOI 3728,4.037,7358
KOI 3811.01,,,,0.762,290.1402448,0,,,0.7,KOI 3811,0.763,5551
KOI 2078.02,,,,0.4964,161.5163345,0,,,0.624,KOI 2078,0.612,4137
KOI 3886.01,,,,0.0786,5.56650633,0,,,2.088,KOI 3886,12.536,4781
KOI 3660.01,,,,0.5865,174.7697201,0,,,0.88,KOI 3660,0.802,5693
KOI 2004.03,,,,0.0279,1.72109431,0,,,0.98,KOI 2004,0.958,5798
KOI 3735.01,,,,0.0835,8.096941332,0,,,1.19,KOI 3735,1.418,6572
KOI 2048.02,,,,0.3403,99.673478,0,,,0.528,KOI 2048,0.492,4932
KOI 3815.01,,,,0.0579,4.742556359,0,,,1.149,KOI 3815,1.064,6167
KOI 3890.01,,,,0.676,152.8277,0,,,1.761,KOI 3890,7.506,4991
KOI 3891.01,,,,0.2648,47.1098136,0,,,1.115,KOI 3891,2.78,5258
KOI 3892.01,,,,0.0354,2.416601183,0,,,1.013,KOI 3892,0.923,5812
KOI 3663.01,,,,0.8454,282.5254856,0,,,1.007,KOI 3663,1.124,6007
KOI 3738.01,,,,0.1238,15.85231962,0,,,1,KOI 3738,1,5780
KOI 3741.02,,,,0.1402,18.577356,0,,,1.06,KOI 3741,1.345,6432
KOI 3742.01,,,,0.0259,1.412523974,0,,,1.155,KOI 3742,1.135,6609
KOI 1792.01,,,,0.3996,88.40655258,0,,,1.088,KOI 1792,0.998,5688
KOI 3966.01,,,,0.5125,138.9442,0,,,0.928,KOI 3966,0.845,6049
KOI 1782.01,,,,0.1173,15.42041098,0,,,0.903,KOI 1782,0.88,5468
KOI 1821.01,,,,0.0849,9.97683705,0,,,0.821,KOI 1821,0.928,5500
KOI 2158.02,,,,0.0669,6.68228463,0,,,0.896,KOI 2158,1.46,5445
KOI 2396.01,,,,0.012,0.495434183,0,,,0.945,KOI 2396,0.936,5529
KOI 2480.01,,,,0.0123,0.666826778,0,,,0.554,KOI 2480,0.554,3990
KOI 3975.01,,,,0.8507,364.758031,0,,,0.616,KOI 3975,0.63,4386
KOI 1691.01,,,,0.1951,35.14575583,0,,,0.801,KOI 1691,0.783,5437
KOI 1846.01,,,,0.4209,105.9564148,0,,,0.887,KOI 1846,0.796,5308
KOI 1796.01,,,,0.1018,11.80571248,0,,,1.006,KOI 1796,1.891,6065
KOI 1957.01,,,,0.025,1.386801364,0,,,1.073,KOI 1957,1.188,6419
KOI 2162.02,,,,0.6541,199.664537,0,,,0.935,KOI 2162,0.844,6106
KOI 1695.01,,,,0.3475,71.4517775,0,,,1.094,KOI 1695,1.488,6148
KOI 1981.01,,,,0.0198,1.063788673,0,,,0.919,KOI 1981,1.002,5265
KOI 2728.01,,,,0.2596,42.3514267,0,,,1.31,KOI 2728,1.405,6856
KOI 2742.01,,,,0.0142,0.789161653,0,,,0.61,KOI 2742,0.622,4258
KOI 3984.01,,,,0.0245,1.444453798,0,,,0.939,KOI 3984,1.449,5305
KOI 1963.01,,,,0.1079,12.89621688,0,,,1.005,KOI 1963,0.923,6072
KOI 1804.01,,,,0.0559,5.907413537,0,,,0.667,KOI 1804,0.69,4963
KOI 1771.01,,,,0.4143,91.0564061,0,,,1.142,KOI 1771,1.048,6140
KOI 2793.01,,,,0.0413,4.4968604,0,,,0.465,KOI 2793,0.444,3698
KOI 2796.01,,,,0.0132,0.537410878,0,,,1.072,KOI 2796,0.997,6108
KOI 2806.01,,,,0.153,24.7543966,0,,,0.778,KOI 2806,0.804,4852
KOI 3991.01,,,,0.023,1.570590666,0,,,0.66,KOI 3991,0.693,5565
KOI 2612.01,,,,0.0509,4.61226344,0,,,0.824,KOI 2612,0.924,5461
KOI 1645.01,,,,0.2124,41.16679024,0,,,0.753,KOI 1645,0.805,5193
KOI 2167.03,,,,0.3502,76.5369586,0,,,0.975,KOI 2167,1.025,6240
KOI 2860.01,,,,0.4436,103.427188,0,,,1.086,KOI 2860,1.02,6194
KOI 2874.01,,,,0.0092,0.352515963,0,,,0.838,KOI 2874,0.769,5461
KOI 2875.01,,,,0.0081,0.299697768,0,,,0.787,KOI 2875,0.782,5180
KOI 4002.01,,,,0.0126,0.524176094,0,,,0.978,KOI 4002,0.93,5396
KOI 4004.01,,,,0.0557,4.94328533,0,,,0.939,KOI 4004,1.916,5759
KOI 4005.01,,,,0.5886,178.140456,0,,,0.856,KOI 4005,0.782,5592
KOI 1772.01,,,,0.4207,120.0031767,0,,,0.688,KOI 1772,0.669,4317
KOI 2198.01,,,,0.1847,23.9210791,0,,,1.466,KOI 2198,1.785,7143
KOI 2199.01,,,,0.0813,9.03322647,0,,,0.884,KOI 2199,0.788,5311
KOI 3933.01,,,,0.0417,3.49078834,0,,,0.791,KOI 3933,0.724,5513
KOI 3935.01,,,,0.0205,1.093663559,0,,,0.963,KOI 3935,0.869,5835
KOI 4007.01,,,,0.1022,11.492897,0,,,1.072,KOI 4007,1.009,6208
KOI 4009.01,,,,0.6344,175.138819,0,,,1.106,KOI 4009,1.1,6210
KOI 3936.02,,,,0.1025,13.02678441,0,,,0.844,KOI 3936,0.844,5083
KOI 3939.01,,,,0.0299,1.88655321,0,,,1.005,KOI 3939,1.249,6296
KOI 4011.01,,,,0.0341,2.190691027,0,,,1.092,KOI 4011,1.136,6205
KOI 4014.01,,,,0.8017,234.244257,0,,,1.249,KOI 4014,1.167,6299
KOI 2135.02,,,,0.1485,20.1890097,0,,,1.064,KOI 2135,1.175,6327
KOI 3943.01,,,,0.2322,38.5752965,0,,,1.119,KOI 3943,1.402,6478
KOI 4015.01,,,,0.4777,133.3036741,0,,,0.816,KOI 4015,0.801,5269
KOI 4016.01,,,,0.4198,125.4131177,0,,,0.628,KOI 4016,0.639,4366
KOI 266.01,,,,0.1827,25.30889748,0,,,1.269,KOI 266,1.768,6283
KOI 1995.01,,,,0.108,14.38725139,0,,,0.811,KOI 1995,0.859,5830
KOI 3946.01,,,,0.9191,308.5471,0,,,1.083,KOI 3946,1.035,6363
KOI 3947.02,,,,0.1574,22.735521,0,,,1,KOI 3947,1,5780
KOI 364.01,,,,,173.9285134,,,,,KOI 364,,
KOI 1137.01,,,,0.7792,302.3886858,0,,,0.689,KOI 1137,0.733,5324
KOI 1411.01,,,,0.9133,305.0763426,0,,,1.09,KOI 1411,1.12,5721
KOI 1351.01,,,,0.0896,10.7240188,0,,,0.832,KOI 1351,0.905,5582
KOI 1483.01,,,,0.6233,185.9526143,0,,,0.932,KOI 1483,0.844,5850
KOI 1951.01,,,,0.2186,37.3229493,0,,,0.997,KOI 1951,0.927,6253
KOI 2061.01,,,,0.1085,14.0926796,0,,,0.856,KOI 2061,0.784,5093
KOI 2065.01,,,,0.3564,80.2317349,0,,,0.939,KOI 2065,0.893,5685
KOI 1658.01,,,,0.0276,1.544928883,0,,,1.171,KOI 1658,1.444,6308
KOI 3104.01,,,,0.0219,1.236865633,0,,,0.92,KOI 3104,0.878,5618
KOI 3137.01,,,,0.0222,1.332039553,0,,,0.823,KOI 3137,0.741,5359
KOI 3138.01,,,,0.0378,8.68907042,0,,,0.096,KOI 3138,0.118,2703
KOI 2916.01,,,,0.0081,0.306937507,0,,,0.762,KOI 2916,0.741,5088
KOI 2925.01,,,,0.0149,0.71653139,0,,,0.863,KOI 2925,1.03,5552
KOI 2037.02,,,,0.0576,5.47715929,0,,,0.847,KOI 2037,0.93,5029
KOI 2612.02,,,,0.0708,7.57306383,0,,,0.824,KOI 2612,0.924,5461
KOI 1871.02,,,,0.1726,32.3763405,0,,,0.651,KOI 1871,0.624,4528
KOI 1783.02,,,,0.8539,284.060953,0,,,1.027,KOI 1783,0.957,6215
KOI 2950.01,,,,0.0104,0.422015799,0,,,0.846,KOI 2950,0.779,5607
KOI 2957.01,,,,0.0474,4.64490693,0,,,0.659,KOI 2957,0.654,4871
KOI 3009.01,,,,0.0152,0.764864926,0,,,0.808,KOI 3009,0.86,5231
KOI 3077.01,,,,0.0457,4.09577947,0,,,0.759,KOI 3077,0.742,4791
KOI 3094.01,,,,0.0436,4.57699384,0,,,0.526,KOI 3094,0.497,3805
KOI 3096.01,,,,0.1038,14.4541302,0,,,0.714,KOI 3096,0.79,5559
KOI 3102.01,,,,0.0626,9.3210841,0,,,0.376,KOI 3102,0.35,3773
KOI 1599.02,,,,0.1125,13.6163456,0,,,1.02,KOI 1599,0.972,5823
KOI 2793.02,,,,0.0222,1.766789062,0,,,0.465,KOI 2793,0.444,3698
KOI 3077.02,,,,0.0688,7.55839292,0,,,0.759,KOI 3077,0.742,4791
KOI 577.02,,,,0.0135,0.638163204,0,,,0.808,KOI 577,0.888,5244
KOI 5149.01,,,,0.236,43.681742,0,,,0.915,KOI 5149,0.833,5735
KOI 5155.01,,,,0.7395,230.180609,0,,,1.011,KOI 5155,1.007,6085
KOI 5274.01,,,,0.3017,55.7584322,0,,,1.177,KOI 5274,2.581,5376
KOI 5275.01,,,,0.0468,3.781232,0,,,0.951,KOI 5275,1.216,6318
KOI 5278.01,,,,0.7788,281.59155,0,,,0.798,KOI 5278,0.719,5314
KOI 5279.01,,,,0.4156,103.722779,0,,,0.888,KOI 5279,0.841,5721
KOI 3463.01,,,,0.1992,32.5475298,0,,,0.995,KOI 3463,1.061,6068
KOI 3478.01,,,,0.2008,33.4976313,0,,,0.962,KOI 3478,1.688,4928
KOI 5030.01,,,,1.1588,411.8969,0,,,1.221,KOI 5030,1.144,6362
KOI 5033.01,,,,0.473,127.671711,0,,,0.865,KOI 5033,2.633,4985
KOI 5034.01,,,,0.8664,282.5363177,0,,,1.084,KOI 5034,1.41,6401
KOI 5156.01,,,,0.0251,1.680254289,0,,,0.747,KOI 5156,1.246,6423
KOI 5158.01,,,,0.614,151.13008,0,,,1.349,KOI 5158,2.302,6768
KOI 5281.01,,,,0.9983,263.90141,0,,,1.902,KOI 5281,6.247,5094
KOI 5283.01,,,,0.138,18.7821603,0,,,0.991,KOI 5283,0.94,5919
KOI 5284.01,,,,1.0162,389.311179,0,,,0.921,KOI 5284,0.958,5731
KOI 5287.01,,,,0.0725,3.98914472,0,,,3.192,KOI 5287,16.187,4998
KOI 3494.01,,,,0.2197,42.8774173,0,,,0.768,KOI 3494,0.832,5256
KOI 3508.01,,,,0.6575,190.799332,0,,,1.04,KOI 3508,0.992,6362
KOI 3791.02,,,,0.721,220.1303357,0,,,1.031,KOI 3791,1.393,6340
KOI 5040.01,,,,0.1886,29.609386,0,,,1.016,KOI 5040,1.021,6316
KOI 5164.01,,,,0.7116,209.967521,0,,,1.085,KOI 5164,1.042,6437
KOI 5169.01,,,,0.1362,21.3683928,0,,,0.736,KOI 5169,0.786,5204
KOI 5288.01,,,,0.1816,29.5632444,0,,,0.911,KOI 5288,0.83,5601
KOI 5290.01,,,,1.1173,435.50635,0,,,0.98,KOI 5290,0.882,5750
KOI 4923.01,,,,0.2238,38.168652,0,,,1.026,KOI 4923,1.465,6164
KOI 4926.01,,,,0.2895,69.081155,0,,,0.679,KOI 4926,0.698,4848
KOI 4927.01,,,,0.2424,43.149322,0,,,1.014,KOI 4927,1.035,6204
KOI 4928.01,,,,0.0238,3.290304518,0,,,0.165,KOI 4928,0.189,3212
KOI 5046.01,,,,0.2381,40.9882124,0,,,1.068,KOI 5046,1.174,6705
KOI 5047.01,,,,0.8585,326.70552,0,,,0.789,KOI 5047,0.998,6036
KOI 5048.01,,,,0.5087,138.333748,0,,,0.916,KOI 5048,2.547,4948
KOI 5052.01,,,,0.694,155.045322,0,,,1.851,KOI 5052,2.737,6910
KOI 5176.01,,,,0.6553,215.732414,0,,,0.804,KOI 5176,0.856,5790
KOI 5178.01,,,,0.0534,4.13962966,0,,,1.181,KOI 5178,1.159,6517
KOI 5296.01,,,,0.6734,200.7997776,0,,,1.008,KOI 5296,0.916,5896
KOI 5297.01,,,,0.0769,8.0907675,0,,,0.926,KOI 5297,0.924,5533
KOI 5298.01,,,,0.0231,1.195515508,0,,,1.15,KOI 5298,2.264,6047
KOI 5300.01,,,,0.6591,188.965804,0,,,1.065,KOI 5300,1.196,6391
KOI 4936.01,,,,0.0141,0.681137877,0,,,0.811,KOI 4936,0.864,5872
KOI 5057.01,,,,1.2355,493.74242,0,,,1.031,KOI 5057,3.243,5015
KOI 5058.01,,,,0.0304,1.714415022,0,,,1.274,KOI 5058,1.626,6351
KOI 5059.01,,,,1.4652,646.2881684,0,,,1.003,KOI 5059,1.193,6484
KOI 5179.01,,,,0.023,1.04951083,0,,,1.469,KOI 5179,1.667,7479
KOI 5308.01,,,,0.0831,9.942229886,0,,,0.775,KOI 5308,0.843,5268
KOI 5310.01,,,,0.1404,22.2902967,0,,,0.742,KOI 5310,0.833,5696
KOI 4938.01,,,,0.2921,55.185508,0,,,1.087,KOI 4938,1.031,6258
KOI 4939.01,,,,0.7558,281.408173,0,,,0.726,KOI 4939,0.743,4822
KOI 5067.01,,,,0.6798,219.921439,0,,,0.864,KOI 5067,0.864,5680
KOI 5068.01,,,,1.007,385.29212,0,,,0.916,KOI 5068,1.053,6440
KOI 5192.01,,,,0.2377,50.55398,0,,,0.698,KOI 5192,0.687,4895
KOI 5328.01,,,,0.2465,44.7144526,0,,,0.999,KOI 5328,0.941,6185
KOI 5329.01,,,,0.6861,200.2371814,0,,,1.072,KOI 5329,0.997,6108
KOI 5331.01,,,,0.1822,31.5030519,0,,,0.82,KOI 5331,0.733,5314
KOI 5332.01,,,,0.1593,22.2379754,0,,,1.084,KOI 5332,1.059,6190
KOI 5333.01,,,,0.1514,20.5469518,0,,,1.095,KOI 5333,1.057,5922
KOI 5335.01,,,,0.0294,1.752563424,0,,,1.101,KOI 5335,1.795,5853
KOI 5071.01,,,,0.6365,180.4117913,0,,,1.055,KOI 5071,0.973,6032
KOI 5196.01,,,,1.1002,392.473443,0,,,1.149,KOI 5196,1.13,6640
KOI 5317.01,,,,0.2574,46.27052429,0,,,1.054,KOI 5317,1.075,6354
KOI 4958.01,,,,1.368,581.729006,0,,,1.007,KOI 4958,2.005,5765
KOI 4959.01,,,,1.1216,420.929608,0,,,1.056,KOI 4959,1.177,6462
KOI 5079.01,,,,0.2842,56.001782,0,,,0.974,KOI 5079,1.332,6116
KOI 5083.01,,,,0.415,69.932459,0,,,1.946,KOI 5083,5.183,5207
KOI 5084.01,,,,0.811,287.378949,0,,,0.861,KOI 5084,0.838,5645
KOI 5202.01,,,,1.3107,535.93723,0,,,1.043,KOI 5202,0.958,6014
KOI 5205.01,,,,0.9249,313.051405,0,,,1.072,KOI 5205,1.185,6218
KOI 5206.01,,,,0.0512,4.182361819,0,,,1.02,KOI 5206,1.166,6188
KOI 5207.01,,,,0.1288,18.9822165,0,,,0.79,KOI 5207,0.825,5830
KOI 5321.01,,,,0.7111,215.63283,0,,,1.03,KOI 5321,1.568,6163
KOI 5322.01,,,,0.2282,30.928898,0,,,1.653,KOI 5322,5.127,5029
KOI 5323.01,,,,0.093,7.15555435,0,,,2.096,KOI 5323,8.052,4992
KOI 5324.01,,,,0.8787,293.392635,0,,,1.051,KOI 5324,3.055,5203
KOI 5326.01,,,,1.2029,506.771836,0,,,0.903,KOI 5326,1.283,6035
KOI 5327.01,,,,0.0502,5.43367928,0,,,0.569,KOI 5327,0.569,3702
KOI 4960.01,,,,,47.82278681,,,,,KOI 4960,,
KOI 4961.01,,,,0.9152,348.96347,0,,,0.837,KOI 4961,0.792,4823
KOI 4967.01,,,,0.2498,43.582561,0,,,1.091,KOI 4967,1.031,6225
KOI 5085.01,,,,0.9231,327.063,0,,,0.98,KOI 5085,0.882,5750
KOI 5086.01,,,,0.1469,21.92871153,0,,,0.878,KOI 5086,2.572,5078
KOI 5087.01,,,,1.4502,651.07431,0,,,0.959,KOI 5087,1.261,5696
KOI 5088.01,,,,0.2402,49.1785632,0,,,0.764,KOI 5088,0.839,5674
KOI 5092.01,,,,0.8611,271.790292,0,,,1.151,KOI 5092,1.32,6484
KOI 5211.01,,,,0.044,3.56448897,0,,,0.894,KOI 5211,0.817,5461
KOI 5216.01,,,,1.0168,377.311149,0,,,0.983,KOI 5216,0.891,5897
KOI 5336.01,,,,0.8777,265.74292,0,,,1.277,KOI 5336,1.48,6543
KOI 5339.01,,,,0.0304,1.541526152,0,,,1.564,KOI 5339,1.937,7631
KOI 5341.01,,,,0.1222,15.185835,0,,,1.05,KOI 5341,1.339,6311
KOI 4968.01,,,,0.0513,2.945413768,0,,,2.07,KOI 4968,19.255,4584
